drug1,drug2,label
960,992,60
1420,887,73
598,498,49
73,280,4
1126,1005,47
926,107,49
626,520,49
90,586,75
115,803,49
56,262,20
273,457,49
774,247,47
302,443,16
494,633,73
440,1030,15
30,523,49
1304,1147,49
413,955,49
462,456,49
1079,976,60
717,264,73
597,966,49
82,252,47
37,607,16
914,870,49
719,561,20
1120,1133,49
693,1100,47
434,1169,73
683,119,73
248,283,47
1108,633,47
77,99,4
904,800,49
92,1202,75
1232,256,47
598,238,47
1188,724,73
700,217,73
754,768,40
645,284,47
397,625,49
1058,910,73
546,547,49
6,356,47
147,334,73
760,574,21
74,542,49
109,891,37
836,856,25
321,958,49
627,342,73
1110,1653,48
1126,271,47
864,882,70
597,227,47
345,830,70
571,1566,49
731,874,57
851,23,47
474,520,49
559,276,47
1252,290,47
705,638,20
1273,95,49
1466,897,66
1602,209,75
1174,269,47
1583,1256,73
867,834,49
321,112,73
805,1303,74
375,338,47
83,577,4
1195,320,47
73,206,75
81,1077,30
73,253,75
493,502,49
766,903,72
957,299,47
969,294,73
571,316,32
302,92,73
866,320,47
1128,515,49
23,530,49
928,941,49
522,477,49
949,348,47
1044,130,49
1198,287,73
252,1585,67
87,283,60
523,574,16
457,335,20
1281,982,49
716,709,20
827,1518,76
1035,287,73
706,741,20
339,116,75
262,356,47
450,197,70
724,348,73
722,984,75
81,246,4
687,683,19
905,1421,49
1483,192,70
432,637,49
58,295,73
1171,334,47
126,167,6
1029,744,34
284,178,64
877,1666,70
613,204,70
1030,1356,73
866,797,49
52,1665,59
321,332,47
439,1566,14
578,515,49
116,277,47
778,888,72
256,548,20
402,888,49
800,672,49
550,182,49
268,529,20
817,1396,73
1149,367,47
878,161,49
391,63,67
1179,265,75
314,271,47
438,919,73
455,255,47
1225,253,47
880,250,47
424,704,27
581,580,49
956,497,49
1133,1161,73
72,480,75
445,80,16
138,876,49
115,815,49
265,133,70
612,348,47
207,227,47
761,553,21
352,508,47
1147,1286,71
1218,299,47
107,105,49
302,557,16
302,610,16
1054,1148,81
931,1073,60
259,361,30
909,1657,49
53,476,49
425,1596,67
867,829,49
853,949,49
986,299,47
686,178,71
1002,261,47
632,386,47
961,920,49
443,1650,39
92,965,4
570,500,49
424,1254,49
882,262,49
1361,653,77
606,462,49
600,1661,49
732,241,73
343,361,47
1602,556,75
151,1198,49
72,1197,75
616,191,20
444,547,49
110,1278,5
570,520,49
140,144,49
80,549,4
72,805,75
1213,267,47
565,964,49
87,85,49
859,784,49
1069,975,60
594,465,49
493,229,16
727,312,47
284,361,64
605,203,70
1327,994,70
1223,1180,75
375,426,60
564,361,30
192,264,9
464,501,49
642,503,49
1404,560,70
1234,253,47
964,1073,60
324,771,75
983,930,49
556,236,47
227,284,47
93,530,49
741,567,75
1101,386,47
159,180,47
239,530,49
186,442,49
930,325,54
26,1336,73
966,154,37
611,532,49
527,643,16
812,658,83
426,879,37
909,870,49
369,653,77
227,259,73
445,977,49
974,909,49
911,726,49
804,253,47
604,643,16
130,157,6
681,1345,49
898,787,49
461,552,49
185,110,60
131,873,6
775,865,72
273,963,75
23,552,49
966,961,60
934,362,49
725,744,20
1230,342,73
823,675,76
445,944,49
262,483,49
321,178,64
256,178,64
903,949,47
160,960,60
1182,356,47
74,367,47
921,1242,70
321,1290,73
584,539,49
1240,880,81
618,513,49
64,700,75
37,535,16
843,290,47
345,143,11
447,23,16
1244,357,47
42,466,49
119,912,6
788,285,73
744,250,47
497,1411,58
538,1336,73
446,485,49
47,1665,59
1107,390,47
659,776,49
122,984,73
570,543,49
525,261,47
1240,277,47
118,1449,66
781,47,22
314,1192,18
718,726,20
92,725,75
82,549,4
457,738,20
83,1161,4
15,268,47
572,637,49
449,252,73
524,585,49
662,22,70
646,611,49
137,242,20
90,304,73
921,797,49
1058,161,73
519,536,49
1035,1158,73
450,538,16
532,300,49
1602,1177,75
973,945,60
770,893,72
719,723,20
1129,257,73
684,336,49
279,846,49
495,513,49
764,887,72
522,517,49
1232,82,47
488,186,49
1129,376,47
507,606,49
823,467,61
683,945,73
943,298,47
229,936,10
375,659,49
646,570,49
722,231,75
66,99,75
1168,136,47
427,1412,54
625,313,47
869,160,70
466,50,49
602,295,47
1264,440,73
942,1169,47
602,373,47
636,327,73
1079,912,49
72,1145,4
683,573,49
341,304,47
271,261,73
458,1356,73
172,743,49
334,846,60
1167,999,47
1129,357,47
110,867,37
1286,1674,70
956,951,49
15,17,2
302,559,16
682,741,49
75,100,75
887,960,70
691,605,49
1301,1288,49
358,391,49
996,727,60
937,1192,37
1171,142,47
659,1072,60
148,657,29
193,221,9
81,984,4
638,206,20
936,718,49
202,1005,47
821,622,75
81,636,4
185,180,49
638,249,20
80,796,75
886,885,49
519,457,49
1189,196,47
124,879,6
284,545,49
243,1051,75
171,616,8
684,389,49
852,105,30
660,233,47
824,1448,70
1165,355,47
352,387,20
646,497,49
725,389,47
580,451,49
215,140,9
543,609,49
931,999,47
939,722,73
639,207,47
972,437,49
517,625,49
587,597,49
877,796,49
604,306,47
1408,1345,73
786,1680,70
273,1035,75
655,971,32
800,663,49
508,50,49
1143,250,47
1178,1104,73
556,261,47
894,363,49
81,517,49
561,655,16
452,564,49
1212,23,47
702,352,20
447,574,16
273,500,49
981,858,49
310,290,47
668,858,54
442,517,49
871,799,49
486,618,60
614,488,49
357,201,47
859,833,49
1143,355,47
566,524,49
253,1048,73
640,465,49
538,604,49
1170,261,47
704,284,20
87,238,49
700,345,73
128,895,6
159,784,49
1110,1104,73
268,238,47
634,429,73
182,617,70
1141,238,47
180,229,49
657,931,49
958,114,49
894,1298,70
302,585,16
524,607,49
580,510,49
784,276,75
532,535,49
1118,287,47
355,1356,73
763,1213,58
868,800,49
1446,849,75
204,369,47
464,1451,75
438,170,49
239,558,49
627,944,49
916,594,49
541,949,47
14,464,49
701,306,20
1211,233,47
1179,1263,75
602,252,47
564,497,49
188,839,60
467,620,49
273,242,47
850,48,76
568,362,47
243,380,75
309,1237,73
703,475,20
928,1661,56
118,1606,6
342,1356,73
914,895,49
1193,375,47
220,208,20
390,235,47
77,888,4
1172,268,47
512,429,49
916,1464,64
483,642,49
672,1000,75
1202,353,73
514,638,16
920,821,49
1253,1652,47
1107,257,47
348,249,73
635,461,49
899,817,49
234,1402,73
1451,528,73
976,259,47
80,628,49
157,686,71
330,238,73
1223,257,75
152,884,57
429,170,49
776,905,72
427,25,49
1240,320,47
801,996,83
448,508,16
645,552,49
223,346,47
706,734,20
708,220,20
258,364,47
454,362,47
731,1050,49
301,930,49
130,128,6
541,390,47
24,538,49
1476,1612,67
629,458,49
552,267,49
961,190,68
1204,175,47
171,503,70
494,285,73
193,710,20
788,277,47
861,369,47
1086,233,47
372,764,75
777,863,72
586,246,47
702,261,20
471,543,49
434,105,30
83,295,75
189,153,9
1602,618,75
260,221,70
408,334,49
308,767,75
436,1411,54
449,414,73
165,945,60
49,617,49
451,389,47
442,647,49
82,46,4
711,639,20
152,1601,73
944,434,49
970,249,73
948,849,60
1178,495,73
813,174,49
616,744,20
339,647,75
889,1452,27
446,635,49
571,500,49
684,435,19
488,335,49
614,175,20
429,1115,14
218,193,9
907,1657,49
560,520,49
685,978,49
896,1310,73
79,259,4
731,189,70
639,1033,47
38,242,47
12,626,49
861,262,49
944,40,73
826,603,61
1113,257,47
624,725,49
510,586,49
985,727,60
187,1086,60
605,632,49
259,955,49
109,166,37
76,100,75
832,775,24
776,890,72
1173,272,47
448,823,49
533,320,73
124,1642,6
603,628,20
395,948,49
498,273,49
701,660,20
66,791,3
610,1452,27
561,631,49
425,566,49
437,931,49
572,1169,73
636,570,49
163,240,47
706,268,47
807,669,49
116,998,73
69,31,75
115,715,27
728,247,47
893,284,47
362,791,49
820,744,34
620,536,49
56,395,73
682,303,49
740,658,73
980,988,60
74,620,49
1272,681,71
653,560,49
539,290,47
1244,434,47
316,996,49
301,652,73
621,649,49
906,865,49
108,1262,60
822,715,49
992,906,49
1223,550,75
1279,349,75
566,571,49
1409,937,51
596,256,49
974,154,49
426,876,37
76,868,4
131,882,66
36,758,40
154,895,49
1123,306,47
451,279,47
330,589,20
523,585,49
1239,362,47
547,631,49
193,352,20
575,512,16
694,279,73
1197,334,47
710,359,20
88,905,73
61,356,75
903,888,49
318,775,75
1374,1674,70
440,227,47
589,488,49
431,343,47
646,50,49
982,1072,49
683,984,49
1077,205,70
1020,300,47
612,529,49
801,241,73
406,283,49
1078,960,60
630,597,49
1264,869,73
495,251,73
1110,1483,73
268,736,20
956,1459,49
363,98,47
10,1443,1
1130,99,75
556,571,20
579,589,49
367,730,73
229,325,10
821,884,49
422,1136,13
471,649,49
163,854,49
443,14,49
1035,233,73
306,269,47
378,287,73
903,833,49
178,181,71
214,1336,73
987,907,49
600,532,49
723,189,70
77,50,49
586,298,47
1577,185,71
948,375,73
868,1295,47
173,1121,73
609,316,32
32,466,49
898,334,47
788,786,73
553,316,32
993,1083,60
54,1420,21
1231,353,73
948,962,60
152,813,49
604,181,49
974,976,49
580,99,47
495,683,49
123,300,47
883,1089,70
718,1079,20
428,954,49
142,353,73
591,476,16
330,99,73
620,284,49
405,1190,49
686,250,47
525,480,49
200,233,73
15,59,2
1217,253,47
279,264,73
771,358,47
1419,679,67
628,493,49
865,885,49
82,249,75
462,512,16
718,874,37
682,1123,49
253,290,73
13,987,60
64,977,75
76,267,4
875,890,49
460,571,49
1128,353,73
1436,68,67
950,849,60
362,875,49
55,49,49
582,358,49
818,660,49
1602,232,75
204,186,9
779,175,47
1059,1410,58
610,808,49
91,1240,70
612,649,49
13,938,60
198,343,47
665,858,54
17,276,47
321,118,73
72,533,4
936,564,49
431,110,30
139,921,6
501,272,47
871,833,49
897,854,70
80,438,60
1262,1383,47
77,1231,75
75,647,4
789,1148,73
75,1197,75
694,361,49
1367,298,73
1086,287,47
1039,658,57
181,629,49
25,36,49
645,249,47
67,1199,75
410,1585,67
206,299,47
823,159,76
304,397,73
1152,1364,73
1190,268,47
196,211,9
455,508,49
483,917,49
1020,280,47
77,616,49
76,1244,4
1043,313,73
380,233,73
56,715,20
712,247,73
210,1639,9
929,903,37
729,1410,58
46,277,47
339,805,75
469,462,49
62,785,3
493,542,49
709,238,47
466,300,47
838,571,37
762,227,47
582,678,49
227,979,10
1270,878,49
454,298,47
958,864,37
92,118,4
589,637,49
621,465,49
884,382,47
896,657,29
301,853,49
673,1230,49
243,1152,75
1435,857,58
217,199,73
73,1006,4
1079,238,47
201,257,47
1188,175,47
652,1169,47
612,648,49
197,1462,73
796,202,70
242,108,20
1078,987,60
607,334,47
191,196,20
239,914,47
417,267,47
458,287,73
74,572,49
962,462,49
1096,235,47
446,437,60
1282,1143,76
555,602,73
877,285,47
1381,650,73
916,251,47
1184,382,47
599,484,49
865,780,49
443,563,49
1020,236,47
564,618,60
1014,325,54
51,466,49
450,623,16
279,352,49
190,1237,73
292,116,47
75,356,4
121,144,6
464,607,49
17,633,47
770,875,72
1223,1016,75
115,402,57
1168,385,73
865,831,49
597,332,47
1143,258,47
118,868,6
468,490,49
345,390,47
163,959,49
717,746,20
634,337,49
515,1078,73
929,881,37
869,780,49
292,259,54
774,717,73
1587,259,73
106,1126,73
73,424,73
464,284,49
109,355,47
51,478,49
1124,241,47
267,277,47
683,142,49
594,624,49
1408,1109,73
670,1338,49
689,1356,73
528,99,47
714,213,49
1268,476,49
160,1149,53
536,643,16
1276,605,49
970,170,49
703,450,20
301,451,73
530,548,16
300,964,47
74,310,47
523,1661,49
110,1421,47
1096,351,47
351,740,20
250,567,49
92,964,75
910,274,47
87,1129,4
217,450,70
1018,416,73
697,299,73
82,528,4
1356,348,73
1014,338,47
217,317,49
700,364,73
714,223,70
108,127,47
787,377,49
1176,937,83
694,14,49
722,747,75
74,558,49
664,250,47
38,1364,73
963,150,49
91,474,49
945,651,75
75,329,4
642,451,49
496,229,16
1200,353,73
716,697,33
723,335,20
1089,190,70
1174,356,47
291,1237,73
987,1090,60
688,174,47
356,746,73
38,26,49
515,127,47
908,786,49
883,1678,70
80,813,75
903,262,49
797,241,47
633,724,20
243,1094,75
1072,920,49
229,312,49
256,691,49
1018,407,73
492,995,49
1197,240,47
541,1402,73
707,507,20
895,830,49
897,704,27
1051,409,47
972,885,49
208,806,70
755,892,72
629,475,49
788,1256,49
576,87,49
99,157,67
821,1680,70
1168,1244,73
478,823,69
942,588,47
688,1464,64
90,988,60
786,661,49
94,466,49
173,292,73
1278,358,71
103,990,49
436,343,73
1408,570,73
239,557,49
714,946,49
610,1364,73
306,728,49
468,295,73
76,1173,4
313,304,47
996,843,60
339,431,75
194,197,9
816,236,73
87,334,4
946,858,49
464,178,64
255,355,47
612,485,49
558,476,16
478,555,49
1221,98,73
190,1356,73
117,251,47
790,276,75
660,353,73
583,1226,16
715,321,20
443,50,49
108,241,73
343,814,49
538,179,69
310,730,73
191,203,70
1213,287,47
941,105,49
446,555,49
1046,355,47
433,436,49
731,213,70
732,683,71
600,76,49
199,175,47
200,115,9
163,511,49
450,577,16
1221,322,73
505,649,49
322,327,47
439,906,37
867,233,47
1157,274,47
547,461,49
445,610,16
44,922,54
461,586,49
434,338,47
523,543,49
123,902,6
1136,1178,47
1268,532,49
443,516,49
445,1396,81
925,28,60
349,1134,70
462,451,49
796,744,34
837,1276,71
175,724,73
1080,1084,60
893,874,49
714,104,49
1119,983,70
824,1522,76
813,1089,83
426,1159,14
331,1356,73
75,798,4
788,662,49
715,747,20
994,597,49
86,552,49
267,841,85
593,549,49
93,1190,49
352,429,49
1189,287,73
165,950,60
119,873,6
408,1190,49
855,885,37
209,938,60
970,883,37
565,930,49
131,1005,47
1156,335,47
206,1164,9
986,1222,37
1231,261,47
327,859,57
917,289,47
630,539,49
35,565,49
64,976,75
474,619,49
449,545,16
618,566,49
88,1185,4
455,470,49
173,251,73
976,367,47
486,986,49
102,1222,37
502,1343,16
1035,269,73
620,96,49
1179,741,75
211,174,9
438,968,49
394,369,49
188,429,60
475,1237,73
826,649,76
451,356,47
1075,1069,60
713,227,73
176,468,49
598,259,47
657,215,70
663,255,49
1226,373,47
178,1167,49
413,1254,49
181,496,49
77,817,75
928,238,47
389,480,49
1057,1259,49
86,95,49
529,742,49
850,181,71
774,639,73
77,910,4
133,1435,27
1169,238,47
602,316,32
1055,857,58
896,238,47
387,742,20
1067,1204,73
900,1452,27
148,170,29
1070,930,60
883,1085,70
1240,299,47
878,786,49
1130,310,47
1002,272,47
136,1456,9
978,1073,60
1154,1115,47
710,26,20
552,321,49
988,507,49
596,194,70
212,914,49
1210,252,47
1089,982,60
772,859,72
465,28,60
1411,1280,82
199,1402,73
600,601,49
191,316,47
1007,784,73
113,1079,6
99,246,47
848,949,60
445,641,16
358,348,73
172,445,49
960,1192,37
568,919,49
1108,253,47
807,213,70
931,1295,47
307,205,73
472,471,49
630,444,49
363,1228,70
492,657,49
148,949,47
1006,290,47
475,982,47
147,330,47
1281,373,49
1446,235,75
618,648,49
83,712,75
1241,1364,73
58,534,49
1110,495,73
432,512,16
619,353,73
519,23,49
1044,387,73
747,194,70
92,661,4
635,607,49
377,55,70
1129,322,73
492,427,49
464,649,49
209,442,60
478,614,49
889,1242,70
906,873,49
580,537,49
876,786,49
1487,135,70
293,497,49
657,853,49
163,987,49
566,595,49
456,1402,73
172,389,47
78,763,75
826,477,61
1200,375,47
262,206,20
684,268,49
1057,1185,49
139,610,6
325,951,49
886,138,49
471,268,47
79,796,75
914,1440,27
793,669,49
189,430,9
1202,986,47
1408,252,73
984,170,49
447,249,73
76,357,4
663,29,70
304,235,47
725,743,20
983,292,49
118,132,6
238,307,49
1210,257,47
454,559,16
1356,251,73
816,1638,74
586,585,49
111,240,75
1221,298,47
850,64,72
883,611,75
546,241,47
1482,1240,70
301,1124,73
948,289,73
1306,969,70
645,492,49
141,129,6
1583,364,73
331,1185,11
72,1172,4
118,1071,6
76,1237,75
1102,653,77
357,284,20
783,1345,70
789,174,49
1223,76,75
917,299,47
907,819,49
913,817,49
881,914,47
81,922,75
486,376,49
453,301,73
229,979,10
521,542,49
608,50,49
88,435,75
563,131,73
983,427,49
949,105,49
614,513,49
111,919,49
517,79,49
874,818,49
750,1254,21
1128,533,49
711,708,20
551,375,47
973,971,49
304,415,73
450,462,16
938,247,47
492,274,47
902,151,49
351,225,70
950,979,60
1433,320,73
599,461,49
637,253,47
596,73,49
664,300,47
892,1047,49
79,99,4
601,536,49
141,877,6
892,1041,49
966,891,37
73,1154,4
539,236,47
555,285,47
151,889,57
1058,1274,73
147,1244,73
605,202,70
604,355,47
603,707,20
924,307,30
490,182,47
192,730,73
953,945,49
901,250,47
804,250,47
148,821,49
634,136,47
714,658,49
121,113,6
976,889,49
1222,1237,73
172,496,49
95,334,60
658,150,60
279,143,11
1101,276,47
1022,121,77
410,928,49
182,987,60
463,579,16
268,520,49
728,722,73
772,875,72
476,448,16
700,1185,73
301,940,49
204,341,73
179,267,47
839,380,60
919,157,85
169,766,7
90,146,75
279,1410,58
958,1213,70
268,588,49
1164,375,47
1386,1624,49
718,987,49
1445,285,73
120,78,12
1221,999,47
445,1027,47
193,389,47
171,983,32
243,809,75
1082,965,60
195,335,9
85,951,60
782,1436,49
882,436,70
90,1246,75
698,650,20
633,991,49
589,572,49
448,1488,49
440,707,15
351,52,73
123,872,6
262,241,47
463,592,16
465,252,47
627,91,49
520,919,49
1411,708,73
876,1070,70
650,121,77
179,952,60
633,1128,73
1099,307,47
1044,271,73
124,78,12
721,705,20
586,98,47
1134,277,47
352,948,49
718,905,37
336,1249,49
165,154,49
925,947,49
638,208,20
117,884,6
1223,786,75
1381,257,73
1132,1053,73
185,102,60
980,39,73
818,1402,73
1210,251,47
83,260,75
430,424,37
883,805,49
243,1112,75
438,434,49
693,111,49
79,1112,4
966,150,60
967,952,49
1470,69,67
210,176,9
652,258,47
171,445,8
712,554,73
432,436,60
454,287,73
103,597,49
180,842,49
1110,142,47
370,778,75
180,977,60
810,276,75
960,37,73
903,726,49
934,3,49
686,688,49
1016,356,47
1115,1175,73
731,191,47
126,160,53
808,200,70
179,639,23
1244,246,47
358,475,37
788,1164,74
841,454,37
111,313,47
342,353,73
507,1053,73
352,1167,20
497,1158,47
1069,433,60
492,353,73
302,179,49
79,919,49
372,771,75
1191,135,70
702,312,20
895,793,49
1206,608,70
337,1081,32
262,497,49
1285,886,49
1029,913,73
980,917,55
561,511,49
686,531,49
217,233,47
609,247,47
889,885,49
683,929,19
273,321,49
76,792,75
275,375,47
163,540,49
950,747,49
699,464,20
1031,327,47
465,535,49
504,1513,70
206,421,47
938,235,47
256,23,47
191,653,77
178,564,60
660,80,70
888,999,47
80,708,4
439,1077,60
82,197,4
865,1666,70
798,662,49
163,143,47
660,922,54
103,342,70
965,727,60
987,927,49
905,312,47
453,638,16
977,1091,60
893,704,27
154,809,49
578,521,49
446,558,49
681,236,47
1411,662,82
556,569,49
1272,979,83
410,844,49
339,508,75
599,619,49
427,220,54
354,1410,58
117,97,6
703,713,20
693,335,49
66,813,3
225,961,49
612,501,49
562,335,49
658,199,70
1173,267,47
879,150,70
442,375,49
633,893,73
498,503,49
1024,287,47
712,729,20
82,501,4
886,832,49
787,1435,49
1044,554,73
901,854,70
524,299,47
176,854,60
689,289,47
81,693,4
84,252,47
559,542,49
613,221,70
187,945,60
555,172,49
209,287,73
232,249,47
911,658,29
722,423,33
453,457,16
268,1100,47
804,267,47
456,554,73
793,349,73
352,610,49
632,351,73
665,11,70
827,321,47
1185,1023,47
824,502,61
632,312,20
825,352,61
193,572,20
191,98,47
506,229,16
774,914,49
953,960,49
587,609,49
108,746,60
639,185,64
1051,386,47
18,522,49
87,521,49
268,535,49
1349,1213,58
878,456,49
511,1226,16
1183,402,49
991,894,49
1322,352,49
756,906,72
977,927,49
346,354,47
720,226,20
918,179,49
434,56,73
1134,127,47
767,900,72
635,592,49
63,1591,75
113,295,47
74,59,49
172,292,47
601,558,49
226,98,73
82,1127,4
746,651,75
1362,857,58
923,864,49
700,742,20
707,987,82
58,250,47
911,996,70
485,487,49
325,1278,14
828,775,24
763,902,72
139,786,12
491,555,49
856,844,49
165,965,60
711,306,20
949,727,60
90,428,60
457,351,20
614,729,20
882,657,65
77,179,49
1035,203,70
1051,1045,49
432,862,37
993,1416,49
38,48,49
723,41,20
443,565,49
40,31,49
1148,1237,73
457,300,73
599,641,49
646,513,49
525,574,16
966,898,37
1020,334,47
118,146,6
857,902,73
668,256,47
363,1336,73
911,903,49
788,1439,70
712,744,20
122,886,6
595,229,16
498,256,49
354,378,20
173,159,73
323,769,75
90,159,75
730,68,67
608,306,49
109,911,37
519,624,49
1548,374,73
312,528,64
573,919,49
231,858,10
944,48,73
705,362,47
44,757,21
956,923,49
665,1659,49
90,329,75
13,953,60
619,494,49
700,869,73
163,86,49
273,558,49
251,353,73
535,725,49
1446,378,75
358,242,73
1445,238,73
166,1421,49
756,859,72
494,252,73
737,378,47
186,1579,49
243,271,75
1247,724,73
1294,574,67
722,322,75
302,578,16
572,325,25
163,652,49
705,246,47
180,289,47
463,59,16
541,127,47
1131,577,70
331,919,49
1270,893,49
408,949,49
961,901,49
294,108,20
1126,238,47
115,892,57
853,271,54
472,271,47
355,60,67
974,900,49
697,717,20
217,959,49
1226,1462,73
722,309,75
1223,58,75
796,659,83
116,1240,75
783,295,73
73,580,73
76,490,73
555,386,73
1254,1168,49
466,256,47
937,300,55
1184,724,73
623,358,47
30,547,49
1283,980,72
326,215,70
739,322,47
864,162,70
532,529,49
711,283,20
1369,1411,58
706,111,20
707,698,20
807,1361,74
151,1678,70
628,496,49
109,342,73
104,935,49
161,788,49
655,358,47
587,163,49
531,999,73
91,493,49
214,1237,73
76,1142,4
185,992,60
672,725,49
663,17,70
133,883,6
343,1677,70
1152,116,70
858,1127,49
779,1680,70
636,95,49
880,996,70
157,320,47
74,433,60
113,561,6
869,884,49
668,53,70
352,919,73
546,530,49
1098,1462,73
98,328,75
56,1005,47
741,1169,73
546,498,49
1174,84,73
1281,334,49
1310,25,49
96,643,16
1031,857,54
852,1073,60
897,1089,70
910,908,49
1101,1313,49
476,364,47
99,582,70
731,906,57
217,996,49
90,956,75
1325,1624,49
468,518,49
1088,221,70
1548,252,73
23,617,70
697,367,47
192,184,9
319,774,75
184,975,60
79,276,47
683,476,49
87,77,4
428,913,37
586,643,16
302,504,16
200,301,73
1168,235,73
124,402,6
1110,396,73
693,241,73
80,637,4
982,1068,49
1228,358,47
615,555,49
10,1314,70
485,94,49
318,622,75
700,242,73
296,778,75
966,433,49
774,234,72
123,149,6
355,973,49
1088,205,70
555,325,47
427,855,49
396,957,49
982,152,49
409,161,49
176,957,60
991,424,49
854,114,49
746,148,37
35,623,49
613,583,49
357,608,49
83,148,4
681,235,47
682,1110,49
525,927,49
58,1131,2
980,47,73
705,209,47
649,256,49
915,779,49
227,1072,73
581,256,49
572,316,73
645,593,49
72,1421,47
325,357,47
1583,857,73
1166,307,47
91,944,30
450,606,16
525,942,49
598,850,69
1072,431,60
16,583,82
913,554,73
630,502,49
395,625,49
747,730,73
956,698,49
90,1158,75
579,267,47
826,1555,76
688,684,19
243,112,75
1119,23,47
1436,1616,67
1136,361,47
1035,570,73
175,95,8
579,342,73
1123,653,77
991,891,49
1286,496,49
1123,724,73
1199,1364,73
317,832,70
561,625,49
127,340,47
825,1311,72
1115,362,47
75,597,75
562,488,49
837,628,82
1168,333,73
1231,327,47
1275,426,60
877,999,47
645,608,49
855,1338,49
855,859,37
956,169,63
470,621,49
633,558,49
56,196,20
1210,1586,48
543,361,49
989,465,49
1131,471,70
519,499,49
149,801,49
921,391,75
80,1191,4
1176,255,47
925,921,49
689,521,49
198,331,47
1600,530,75
104,1176,5
472,502,49
82,1049,4
390,272,47
44,466,49
972,875,49
623,598,49
784,664,49
991,159,49
855,903,37
611,584,49
336,1256,49
1414,988,57
915,787,49
428,1084,60
79,963,4
81,1122,4
589,1115,47
776,910,72
714,977,49
587,648,49
488,725,49
732,250,73
852,885,37
205,807,75
848,958,49
427,1085,60
386,530,49
160,839,60
694,246,47
598,545,49
87,611,49
358,437,25
166,252,47
996,1088,49
75,1252,4
1285,906,49
749,777,40
774,348,47
342,1364,73
83,217,4
987,995,49
471,247,47
172,959,49
204,310,47
355,509,49
905,1449,49
154,808,49
965,572,49
74,747,30
103,881,37
138,822,49
1146,121,77
918,1167,49
370,770,75
76,956,4
1274,888,49
1158,1364,73
1480,732,70
287,349,75
80,540,49
335,331,47
433,148,37
882,266,49
88,928,73
427,233,47
612,267,47
484,643,16
511,1343,16
1162,251,47
332,390,47
538,618,60
567,1356,73
612,96,49
1214,1336,73
438,934,49
563,961,73
510,536,49
197,1431,9
200,351,73
891,780,49
715,571,20
895,782,49
1310,879,77
65,266,3
956,766,49
992,138,49
76,482,4
495,96,49
1093,307,47
1099,364,47
471,725,49
439,872,37
992,1068,60
664,367,47
1174,278,47
302,914,47
894,885,49
1064,295,73
207,256,9
458,520,49
307,101,82
106,1548,73
652,236,47
445,652,16
190,298,47
231,430,10
634,986,47
972,928,49
1602,999,75
767,913,72
1168,352,73
1143,312,47
348,1060,75
506,209,47
518,601,49
314,1402,73
1178,681,73
630,494,49
1174,271,47
90,961,60
1110,196,47
1115,249,47
113,894,6
106,300,73
227,953,10
82,1197,75
214,271,47
901,658,29
1002,1062,47
976,1072,60
895,1084,70
463,620,16
385,259,47
914,876,49
71,756,75
223,554,47
246,84,73
532,917,49
774,322,73
616,708,20
720,614,20
443,608,49
877,1414,57
599,580,49
1602,744,75
463,595,16
